#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
     1.92222   -0.72022   -4.25505         -1.222728687723223E-05         -2.532197484220884E-08         -1.225260885207443E-05          1.087425651187059E-06    4.72431
     2.65690   -1.38678   -4.36701         -1.215403613408621E-05         -5.397900294502913E-08         -1.220801513703124E-05          1.097517458457728E-06    5.29651
     2.89630   -2.60362   -4.32263         -1.198556551476184E-05         -9.114855302635829E-08         -1.207671406778820E-05          1.091965127055428E-06    5.81829
     4.17951   -2.85874   -4.40965         -1.189867599941106E-05         -1.540876314311796E-07         -1.205276363084224E-05          1.100008544139890E-06    6.71459
     4.89237   -3.58736   -4.33827         -1.172164877082997E-05         -2.211762988676865E-07         -1.194282506969766E-05          1.093100174569983E-06    7.45822
     6.38405   -3.55696   -4.30199         -1.161250490473660E-05         -3.209560008120053E-07         -1.193346090554860E-05          1.089408202130648E-06    8.48028
     7.09647   -2.82851   -4.36770         -1.164469060721574E-05         -3.507171563225073E-07         -1.199540776353824E-05          1.093756323095772E-06    8.79984
     8.36412   -2.57223   -4.26919         -1.146865449995229E-05         -4.601768116219398E-07         -1.192883131157423E-05          1.081568813489523E-06    9.73657
     8.64494   -1.39255   -4.37349         -1.151630785932487E-05         -4.607738817650649E-07         -1.197708174108993E-05          1.087107302703856E-06    9.78783
     9.40670   -0.73560   -4.29222         -1.138853461414737E-05         -5.350092636044225E-07         -1.192354387775179E-05          1.076282116446353E-06   10.36582
     7.91621    0.61963   -4.57915         -1.164054226768365E-05         -3.789007685470635E-07         -1.201944303623071E-05          1.101524364667909E-06    9.16618
     6.90559    1.10416   -4.64773         -1.176960271424914E-05         -2.939028227670748E-07         -1.206350553701621E-05          1.110325506186593E-06    8.39689
     6.39229    2.05303   -4.60027         -1.175934915975181E-05         -2.708861719364367E-07         -1.203023533168825E-05          1.107770995506652E-06    8.13872
     4.95730    2.04353   -4.56382         -1.192178653692537E-05         -1.727784501737974E-07         -1.209456498709917E-05          1.110842006530938E-06    7.04126
     4.44192    1.09814   -4.59491         -1.205112095858469E-05         -1.258184418384895E-07         -1.217693940042318E-05          1.115266216060740E-06    6.48458
     3.44063    0.62038   -4.50269         -1.215221993407760E-05         -7.345315234351216E-08         -1.222567308642111E-05          1.109896918562467E-06    5.70062
     3.43092   -0.70188   -4.50728         -1.215105310385114E-05         -7.369962772425661E-08         -1.222475273157540E-05          1.109779365406893E-06    5.70784
     4.42910   -1.18093   -4.57538         -1.206760895771484E-05         -1.262688861384717E-07         -1.219387784385331E-05          1.114783403345622E-06    6.47654
     4.93829   -2.12094   -4.52213         -1.195283155897531E-05         -1.735849815870420E-07         -1.212641654056235E-05          1.109867662609992E-06    7.02387
     6.36357   -2.12111   -4.51645         -1.181168755726643E-05         -2.703927559309292E-07         -1.208208031319736E-05          1.106819534653772E-06    8.08657
     6.88307   -1.18458   -4.58606         -1.180838461319804E-05         -2.931429422811324E-07         -1.210152755547917E-05          1.109803690085450E-06    8.35535
     7.89679   -0.71230   -4.54161         -1.166117010924626E-05         -3.777976945976890E-07         -1.203896780384395E-05          1.101423992341980E-06    9.13745
     6.17789    0.43321   -4.70120         -1.187998371833692E-05         -2.304887628593085E-07         -1.211047248119623E-05          1.117524092109165E-06    7.77530
     5.14921    0.43669   -4.68484         -1.199329084167773E-05         -1.604842328863997E-07         -1.215377507456413E-05          1.119516448718295E-06    6.97516
     5.14611   -0.52011   -4.66072         -1.201326848782940E-05         -1.607717293450842E-07         -1.217404021717448E-05          1.119049205577273E-06    6.96241
     6.17479   -0.52359   -4.67708         -1.189535735252498E-05         -2.307778935961632E-07         -1.212613524612115E-05          1.117196602884525E-06    7.76384
   -10.83592    0.38668    4.76630         -1.030145144382320E-05         -7.065175517806506E-07         -1.100796899560385E-05          9.896956917537479E-07   11.84417
   -11.58135    0.38912    4.76064         -1.014061992590924E-05         -8.069512806862549E-07         -1.094757120659550E-05          9.841734401995993E-07   12.52768
   -11.58357   -0.27653    4.75865         -1.013717827642886E-05         -8.068095932259989E-07         -1.094398786965486E-05          9.843695025579844E-07   12.52599
   -10.83814   -0.27897    4.76431         -1.030093586164544E-05         -7.063755065861213E-07         -1.100731136823157E-05          9.901740569592104E-07   11.84237
    -9.58162    0.51359    4.64545         -1.059219864480778E-05         -5.533022241541224E-07         -1.114550086896191E-05          9.893486711369153E-07   10.66074
   -10.31799    0.84958    4.68543         -1.043128880502065E-05         -6.441142999559336E-07         -1.107540310497658E-05          9.896604209990294E-07   11.36380
   -10.68963    1.50968    4.61930         -1.033148060583504E-05         -7.003920027713418E-07         -1.103187260860638E-05          9.844501520484319E-07   11.74246
   -11.73047    1.52014    4.64508         -1.008066939761765E-05         -8.408178998706145E-07         -1.092148729748826E-05          9.768798186677510E-07   12.70793
   -12.10425    0.86248    4.70555         -1.001719339993108E-05         -8.849404062027272E-07         -1.090213380613381E-05          9.763249475947688E-07   13.01534
   -12.84681    0.53144    4.67794         -9.829660797932623E-06         -9.935091899812462E-07         -1.082316998791387E-05          9.656320551384264E-07   13.68233
   -12.84074   -0.40416    4.65505         -9.843931953820604E-06         -9.918567313089316E-07         -1.083578868512954E-05          9.658524751771858E-07   13.66446
   -12.10040   -0.73877    4.68067         -1.002680367180153E-05         -8.831897081896884E-07         -1.090999337999122E-05          9.769967783756880E-07   12.99516
   -11.73105   -1.37948    4.57955         -1.011619705643816E-05         -8.384494437054724E-07         -1.095464650014363E-05          9.781932130103017E-07   12.66858
   -10.69191   -1.39090    4.60302         -1.033668995683137E-05         -6.986145968591538E-07         -1.103530455369052E-05          9.872876037505043E-07   11.72346
   -10.31583   -0.75263    4.70980         -1.040913182095695E-05         -6.429133465133583E-07         -1.105204516747031E-05          9.913824024987636E-07   11.36508
    -9.57725   -0.42297    4.67181         -1.057481450386393E-05         -5.522886296816612E-07         -1.112710313354559E-05          9.907400427612561E-07   10.66435
    -8.47557    0.52346    4.39562         -1.089188674360930E-05         -4.333408310674621E-07         -1.132522757467677E-05          9.767292703417026E-07    9.56194
    -9.03098    0.99070    4.47914         -1.073967049153364E-05         -4.960247073667361E-07         -1.123569519890037E-05          9.821891450909394E-07   10.12930
    -9.22694    1.83137    4.38306         -1.065205906231068E-05         -5.317828980801294E-07         -1.118384196039081E-05          9.769837425503451E-07   10.37793
   -10.14923    2.01435    4.48324         -1.042411370879797E-05         -6.434042539110050E-07         -1.106751796270897E-05          9.803851742897767E-07   11.27670
   -10.66436    2.52957    4.41669         -1.025587025607051E-05         -7.219057786811811E-07         -1.097777603475169E-05          9.731062070113869E-07   11.81670
   -11.75543    2.55360    4.45480         -9.983682334488045E-06         -8.696415318645211E-07         -1.085332386635257E-05          9.652744062791700E-07   12.82795
   -12.28113    2.04884    4.54713         -9.899413972865557E-06         -9.316170302723651E-07         -1.083103100313792E-05          9.644858829314462E-07   13.25520
   -13.24041    1.89079    4.50757         -9.642724413764608E-06         -1.075001784523882E-06         -1.071772619828849E-05          9.493243917598626E-07   14.11389
   -13.43231    1.03104    4.57791         -9.654973202177372E-06         -1.090664432620671E-06         -1.074563763479804E-05          9.518390142278507E-07   14.22839
   -14.01148    0.56075    4.51267         -9.505261686478401E-06         -1.181685210853352E-06         -1.068694689733175E-05          9.399845583115283E-07   14.73093
   -14.00591   -0.43099    4.50359         -9.511192370882520E-06         -1.179974188147890E-06         -1.069116655903041E-05          9.398965837867174E-07   14.71848
   -13.42067   -0.89629    4.54594         -9.672959886252619E-06         -1.087225676218568E-06         -1.076018556247119E-05          9.517612606006483E-07   14.19800
   -13.20084   -1.70590    4.39282         -9.731411960502514E-06         -1.064718108474171E-06         -1.079613006897668E-05          9.509784047440336E-07   14.01675
   -12.25157   -1.85448    4.40081         -1.000752805863521E-05         -9.226995347236641E-07         -1.093022759335887E-05          9.673578037202274E-07   13.14942
   -11.73850   -2.30177    4.23518         -1.016016694328859E-05         -8.599032736419340E-07         -1.102007021693052E-05          9.695428509688039E-07   12.68965
   -10.68131   -2.33676    4.28685         -1.036119562882922E-05         -7.184411401411279E-07         -1.107963676897035E-05          9.791096598120609E-07   11.74427
   -10.15524   -1.90088    4.47596         -1.042904684927115E-05         -6.414679619079167E-07         -1.107051481117907E-05          9.855830234285818E-07   11.25950
    -9.19280   -1.76491    4.48117         -1.059173466984558E-05         -5.265681195028626E-07         -1.111830278934844E-05          9.838478662309933E-07   10.37803
    -8.99090   -0.92528    4.57024         -1.067961684508212E-05         -4.909303655263934E-07         -1.117054721060851E-05          9.860125391240654E-07   10.12815
    -8.43986   -0.45596    4.46036         -1.085070066343679E-05         -4.293136273872307E-07         -1.128001429082402E-05          9.786214934526872E-07    9.55688
    -7.48788    0.51119    4.04826         -1.120608139714263E-05         -3.385137467354356E-07         -1.154459514387807E-05          9.531138804301304E-07    8.52749
    -7.94521    0.99297    4.15975         -1.105567551812408E-05         -3.852836396915248E-07         -1.144095915781560E-05          9.626461757177473E-07    9.02308
    -8.03451    1.87653    4.03887         -1.097780770445283E-05         -4.090949687098541E-07         -1.138690267316268E-05          9.564853786518539E-07    9.18625
    -8.76082    2.24769    4.17866         -1.074048764521736E-05         -4.916022361411026E-07         -1.123208988135846E-05          9.662427602604870E-07    9.96320
    -9.14046    2.94543    4.09515         -1.055198142407112E-05         -5.542182580458291E-07         -1.110619968211695E-05          9.605019321726412E-07   10.44001
   -10.12171    3.04433    4.23300         -1.031117173818472E-05         -6.713638393733895E-07         -1.098253557755811E-05          9.656969999618704E-07   11.38575
   -10.65959    3.49622    4.15316         -1.011357969527955E-05         -7.562991612198227E-07         -1.086987885649937E-05          9.567046933754010E-07   11.96241
   -11.75200    3.52077    4.18027         -9.852278754774834E-06         -9.044621806220755E-07         -1.075674093539691E-05          9.496527602309118E-07   12.96071
   -12.30519    3.09291    4.29824         -9.775145755504394E-06         -9.674321211038452E-07         -1.074257787660824E-05          9.502815656775035E-07   13.39621
   -13.32632    3.03574    4.21858         -9.503104073964699E-06         -1.122613862789265E-06         -1.062571793675396E-05          9.332701652021830E-07   14.30394
   -13.73584    2.33838    4.33559         -9.468247184218586E-06         -1.166693292740516E-06         -1.063494047695910E-05          9.335077090086554E-07   14.59242
   -14.50535    1.97179    4.22018         -9.293067155876477E-06         -1.287795303350422E-06         -1.058086245922690E-05          9.178635570200829E-07   15.23493
   -14.58910    1.05390    4.32693         -9.334092020635675E-06         -1.285747902848862E-06         -1.061983992348454E-05          9.229474507894097E-07   15.25368
   -15.06471    0.55677    4.21090         -9.219650429332148E-06         -1.365693515069057E-06         -1.058534394440121E-05          9.102899849070077E-07   15.65207
   -15.08075   -0.43213    4.22892         -9.201031866933655E-06         -1.367857447228367E-06         -1.056888931416202E-05          9.089997732419141E-07   15.66842
   -14.59956   -0.92673    4.33586         -9.320551028164331E-06         -1.286069867330090E-06         -1.060662089549442E-05          9.211748017966795E-07   15.25797
   -14.48151   -1.81014    4.18300         -9.330257799376461E-06         -1.279967976388175E-06         -1.061022577576464E-05          9.181786847501771E-07   15.18183
   -13.66803   -2.12399    4.19761         -9.593009168228515E-06         -1.149777379857187E-06         -1.074278654808570E-05          9.364841287854557E-07   14.45498
   -13.22054   -2.71860    3.97196         -9.742616507041018E-06         -1.094772751166106E-06         -1.083738925820712E-05          9.396409314861115E-07   14.06947
   -12.24029   -2.74779    4.00154         -1.004336361556983E-05         -9.457454913283225E-07         -1.098910910689816E-05          9.566561932667517E-07   13.16766
   -11.72356   -3.10675    3.84404         -1.017174733455106E-05         -8.839607207378329E-07         -1.105570805528890E-05          9.575763030698456E-07   12.72283
   -10.69296   -3.17807    3.91967         -1.033609470789110E-05         -7.478196586524788E-07         -1.108391436654358E-05          9.665329196649025E-07   11.82385
   -10.15249   -2.85410    4.12885         -1.040958813750361E-05         -6.683708883211517E-07         -1.107795902582476E-05          9.744355325479717E-07   11.32547
    -9.10695   -2.88992    4.18152         -1.050623263277148E-05         -5.485969365157850E-07         -1.105482956928727E-05          9.715759267792579E-07   10.42945
    -8.67333   -2.23661    4.34474         -1.063312117254964E-05         -4.821373619756480E-07         -1.111525853452529E-05          9.749831676437569E-07    9.95519
    -7.87458   -1.89801    4.27421         -1.082448387449726E-05         -3.942924527795938E-07         -1.121877632727685E-05          9.638892107847193E-07    9.15862
    -7.84302   -0.95699    4.30077         -1.096793994958907E-05         -3.751657155317048E-07         -1.134310566512077E-05          9.666619600634884E-07    8.99585
    -7.42140   -0.45935    4.12453         -1.116041752730039E-05         -3.322542834228814E-07         -1.149267181072327E-05          9.547844988959538E-07    8.50293
    -6.56744    0.49683    3.66108         -1.150974390782908E-05         -2.606805755901400E-07         -1.177042448341922E-05          9.193446086170240E-07    7.53535
    -6.97806    0.97115    3.78018         -1.136719017987766E-05         -2.982906124644050E-07         -1.166548079234207E-05          9.329100016551251E-07    7.99539
    -7.01082    1.85155    3.63529         -1.129923659692491E-05         -3.159782367331767E-07         -1.161521483365809E-05          9.253249143788713E-07    8.11142
    -7.60993    2.27515    3.78248         -1.106930063464071E-05         -3.791237950626978E-07         -1.144842442970341E-05          9.397110821579552E-07    8.79741
    -7.88687    3.02709    3.66053         -1.088932313307416E-05         -4.288739577293854E-07         -1.131819709080354E-05          9.355411132033729E-07    9.20681
    -8.69108    3.32621    3.83342         -1.062184274710234E-05         -5.204146576559359E-07         -1.114225740475828E-05          9.472922547915594E-07   10.06448
    -9.13654    3.92495    3.73158         -1.039767444785655E-05         -5.942290601279305E-07         -1.099190350798449E-05          9.403636902797003E-07   10.62103
   -10.12380    3.99606    3.91347         -1.014410699051893E-05         -7.118846692365004E-07         -1.085599165975543E-05          9.465925297636452E-07   11.56612
   -10.66421    4.41353    3.81522         -9.925127428618393E-06         -8.004935999022933E-07         -1.072562102852069E-05          9.354068588454148E-07   12.15568
   -11.73878    4.43088    3.82977         -9.682955350711922E-06         -9.460864081701652E-07         -1.062904175888209E-05          9.294897497876091E-07   13.11865
   -12.29078    4.03795    3.95514         -9.637125802971609E-06         -1.005800477257748E-06         -1.064292628022936E-05          9.328673175979395E-07   13.52817
   -13.29664    3.99487    3.79993         -9.413967875332042E-06         -1.158390232941405E-06         -1.057235810827345E-05          9.174373808345138E-07   14.39441
   -13.77899    3.42052    3.94540         -9.365887387531094E-06         -1.211279205840240E-06         -1.057716659337133E-05          9.177848325386449E-07   14.73522
   -14.60024    3.12139    3.77421         -9.207942830844591E-06         -1.339578859126601E-06         -1.054752168997119E-05          9.014291288101464E-07   15.39983
   -14.91707    2.37002    3.93199         -9.182169883361931E-06         -1.370983969410274E-06         -1.055315385277220E-05          9.022269590894643E-07   15.60758
   -15.50255    1.92154    3.75202         -9.086778807594894E-06         -1.466447808407291E-06         -1.055322661600219E-05          8.886932783330529E-07   16.06546
   -15.56645    1.02618    3.92420         -9.094304218966106E-06         -1.462517553897806E-06         -1.055682177286391E-05          8.927840027353944E-07   16.08623
   -15.96038    0.53464    3.77572         -9.001546296663865E-06         -1.532540595816643E-06         -1.053408689248051E-05          8.800143603720262E-07   16.40962
   -16.00957   -0.41675    3.81479         -8.955793359929315E-06         -1.541317632484639E-06         -1.049711099241395E-05          8.770890512023936E-07   16.46307
   -15.63168   -0.91411    3.98128         -9.029884498301720E-06         -1.473439768171898E-06         -1.050332426647362E-05          8.881816813941265E-07   16.15659
   -15.57132   -1.80993    3.81559         -9.022669494264722E-06         -1.476786592178964E-06         -1.049945608644369E-05          8.839868839900702E-07   16.13383
   -14.90234   -2.21136    3.91036         -9.213972952002651E-06         -1.363975516345122E-06         -1.057794846834777E-05          9.024455270668015E-07   15.56472
   -14.52611   -2.89820    3.68387         -9.325100504054795E-06         -1.318529915549014E-06         -1.064363041960381E-05          9.057132432153510E-07   15.26363
   -13.65779   -3.09158    3.73087         -9.601668974623721E-06         -1.178422409912218E-06         -1.078009138453594E-05          9.244830306723724E-07   14.49181
   -13.16949   -3.56857    3.53029         -9.723692227284306E-06         -1.118791173772170E-06         -1.084248340105648E-05          9.265059154277415E-07   14.09373
   -12.21552   -3.55455    3.61389         -9.997423351506818E-06         -9.726612055423374E-07         -1.097008455704916E-05          9.425257304227688E-07   13.22551
   -11.71746   -3.91271    3.50173         -1.004699008779082E-05         -9.170992521726295E-07         -1.096408933996345E-05          9.407675384349874E-07   12.84018
   -10.70534   -4.00618    3.57396         -1.019506700587658E-05         -7.851645767933582E-07         -1.098023158266994E-05          9.486903163809658E-07   11.97610
   -10.17280   -3.71934    3.76175         -1.031003875176071E-05         -7.050314111787640E-07         -1.101507016293947E-05          9.583689067362737E-07   11.46604
    -9.11299   -3.87139    3.80106         -1.036185402155001E-05         -5.891376619093195E-07         -1.095099168345933E-05          9.536423756265376E-07   10.60577
    -8.58761   -3.36596    4.01166         -1.049573958632732E-05         -5.112683858534937E-07         -1.100700797218082E-05          9.586929549741276E-07   10.05833
    -7.64204   -3.18066    3.97503         -1.065246462365697E-05         -4.117548807714389E-07         -1.106421950442841E-05          9.447341214765292E-07    9.18249
    -7.36263   -2.36602    4.07436         -1.087142587935690E-05         -3.594066601126758E-07         -1.123083253946958E-05          9.473875413011694E-07    8.74110
    -6.74630   -1.91363    3.89518         -1.113372568873226E-05         -2.955145535261498E-07         -1.142924024225841E-05          9.298437878739340E-07    8.02166
    -6.83663   -0.94798    3.91879         -1.128785663233645E-05         -2.862819670629696E-07         -1.157413859939942E-05          9.350848327727694E-07    7.93695
    -6.49249   -0.45176    3.72342         -1.147763407548084E-05         -2.545418913543620E-07         -1.173217596683520E-05          9.203678446444141E-07    7.49803
    -5.69937    0.48069    3.23379         -1.182302510003468E-05         -1.965942235079470E-07         -1.201961932354263E-05          8.711142781640238E-07    6.57049
    -6.07629    0.94551    3.36833         -1.167383666329065E-05         -2.272508842500118E-07         -1.190108754754066E-05          8.904818108171443E-07    7.01149
    -6.08534    1.81162    3.19892         -1.161657277570596E-05         -2.422634429266570E-07         -1.185883621863261E-05          8.804260234246606E-07    7.10961
    -6.60925    2.24334    3.34677         -1.139085073172954E-05         -2.927511753231381E-07         -1.168360190705268E-05          9.019011025075291E-07    7.74051
    -6.83802    2.99741    3.18189         -1.122698217092253E-05         -3.349875129126710E-07         -1.156196968383520E-05          8.988061383526438E-07    8.11587
    -7.51652    3.35756    3.34846         -1.096574648239665E-05         -4.072719902721538E-07         -1.137301847266881E-05          9.172439769597153E-07    8.88727
    -7.89236    3.98888    3.19850         -1.075398297730572E-05         -4.699456386813640E-07         -1.122392861598709E-05          9.141488699356378E-07    9.40377
    -8.70816    4.25714    3.40873         -1.046392505733724E-05         -5.646243559056719E-07         -1.102854941324291E-05          9.261752423545191E-07   10.27496
    -9.17171    4.79116    3.29175         -1.021401222817209E-05         -6.434697038509264E-07         -1.085748193202301E-05          9.178285681560241E-07   10.85868
   -10.14049    4.87644    3.51635         -9.940932987221253E-06         -7.608589920195070E-07         -1.070179197924076E-05          9.235659558662741E-07   11.78872
   -10.67440    5.27100    3.39797         -9.702371019194681E-06         -8.517048017288136E-07         -1.055407582092349E-05          9.100647824247598E-07   12.38033
   -11.72522    5.29050    3.41085         -9.468716726119223E-06         -9.943940137664443E-07         -1.046311073988567E-05          9.043700856852940E-07   13.30805
   -12.26589    4.91329    3.54379         -9.461500125318912E-06         -1.049213635968177E-06         -1.051071376128709E-05          9.106272283282346E-07   13.68031
   -13.23808    4.83684    3.32669         -9.299110260413169E-06         -1.193738916958702E-06         -1.049284917737187E-05          8.974737122355802E-07   14.48132
   -13.71684    4.31135    3.45747         -9.303875887699788E-06         -1.242401704028266E-06         -1.054627759172805E-05          9.021344544093064E-07   14.78829
   -14.51808    4.02313    3.23129         -9.200636558612235E-06         -1.363917292224487E-06         -1.056455385083672E-05          8.883111409796448E-07   15.40783
   -14.91912    3.40752    3.40256         -9.161498959617192E-06         -1.407374168437077E-06         -1.056887312805427E-05          8.883537791859614E-07   15.67702
   -15.54819    3.01156    3.19738         -9.073579318144291E-06         -1.507278749179964E-06         -1.058085806732425E-05          8.742020158065581E-07   16.15670
   -15.81479    2.27695    3.38908         -9.032900956430931E-06         -1.534179362093410E-06         -1.056708031852434E-05          8.746062872724793E-07   16.33334
   -16.27274    1.82169    3.19817         -8.962857546018847E-06         -1.611272176341668E-06         -1.057412972236051E-05          8.621400530101421E-07   16.68379
   -16.35443    0.97473    3.41263         -8.931158449361336E-06         -1.613055509089433E-06         -1.054421395845077E-05          8.642390122197923E-07   16.73510
   -16.68327    0.50591    3.24804         -8.849469195218469E-06         -1.674171803553162E-06         -1.052364099877163E-05          8.518007476835271E-07   17.00403
   -16.76129   -0.39280    3.29398         -8.785009466306516E-06         -1.689242924091063E-06         -1.047425239039758E-05          8.475127002994321E-07   17.08641
   -16.48165   -0.87537    3.49764         -8.820671348152008E-06         -1.637054538036548E-06         -1.045772588618855E-05          8.565330796021551E-07   16.87141
   -16.45693   -1.75123    3.32313         -8.804453116217501E-06         -1.645987121291845E-06         -1.045044023750935E-05          8.515599231075824E-07   16.88018
   -15.92450   -2.18844    3.47459         -8.939647719086485E-06         -1.552728538243809E-06         -1.049237625733029E-05          8.683831491944609E-07   16.44541
   -15.61511   -2.91202    3.25417         -9.020992471866177E-06         -1.516267315726613E-06         -1.053725978759279E-05          8.707353562025283E-07   16.21423
   -14.88571   -3.22035    3.36869         -9.225097320518440E-06         -1.393934655558825E-06         -1.061903197607727E-05          8.902232903896911E-07   15.59818
   -14.45870   -3.79156    3.17066         -9.301453213662914E-06         -1.342703007654549E-06         -1.064415622131746E-05          8.918846272993985E-07   15.28015
   -13.61080   -3.94640    3.28527         -9.529456038999268E-06         -1.206877000939024E-06         -1.073633303993829E-05          9.091269812222222E-07   14.54720
   -13.14990   -4.41574    3.14532         -9.549752635983201E-06         -1.156341032791002E-06         -1.070609366877420E-05          9.062099792082199E-07   14.22363
   -12.21053   -4.39608    3.27819         -9.796086632421859E-06         -1.012135699909030E-06         -1.080822233233089E-05          9.225017473795147E-07   13.38540
   -11.72231   -4.77621    3.18090         -9.779819615519903E-06         -9.628712797082773E-07         -1.074269089522818E-05          9.183217769121947E-07   13.05155
   -10.71878   -4.85349    3.22359         -9.943994059724309E-06         -8.320081382686700E-07         -1.077600219799298E-05          9.258490090492887E-07   12.20001
   -10.19489   -4.56683    3.39311         -1.010674319592486E-05         -7.499354965912792E-07         -1.085667869251614E-05          9.380949835656857E-07   11.67496
    -9.16369   -4.73751    3.35387         -1.017447777730556E-05         -6.395141485142561E-07         -1.081399192581981E-05          9.320945915829537E-07   10.84738
    -8.61433   -4.32892    3.57404         -1.032407542850995E-05         -5.585607490800537E-07         -1.088263617759000E-05          9.389157360602780E-07   10.28202
    -7.63670   -4.23538    3.50125         -1.047396800734779E-05         -4.582705512490146E-07         -1.093223855859680E-05          9.234000200144095E-07    9.40831
    -7.18979   -3.59255    3.69164         -1.068413183625576E-05         -3.882112972878765E-07         -1.107234313354364E-05          9.255110368960469E-07    8.84464
    -6.43437   -3.22557    3.52448         -1.095894855185409E-05         -3.113252654585566E-07         -1.127027381731264E-05          9.030984258886828E-07    8.01420
    -6.27029   -2.36129    3.62868         -1.120386046133706E-05         -2.697795495413040E-07         -1.147364001087836E-05          9.051883448624475E-07    7.61968
    -5.79322   -1.86948    3.40732         -1.149451675805597E-05         -2.226905846529377E-07         -1.171720734270891E-05          8.835890624565588E-07    6.97612
    -5.92510   -0.92561    3.47844         -1.161838089310114E-05         -2.161229737089765E-07         -1.183450386681012E-05          8.918658139948470E-07    6.93276
    -5.62312   -0.44184    3.28156         -1.180208208670035E-05         -1.911908023317597E-07         -1.199327288903211E-05          8.723321405497176E-07    6.52559
    -4.96930    0.45448    2.72176         -1.219860228790441E-05         -1.496398513807127E-07         -1.234824213928513E-05          7.979480812907852E-07    5.68406
    -5.28373    0.90802    2.88824         -1.202479452529870E-05         -1.727272695774948E-07         -1.219752179487619E-05          8.259715544009555E-07    6.08969
    -5.31542    1.74282    2.68502         -1.198974191018327E-05         -1.880441105328256E-07         -1.217778602071610E-05          8.117300179319863E-07    6.20487
    -5.74011    2.18160    2.86115         -1.173632486931155E-05         -2.266081480164288E-07         -1.196293301732798E-05          8.458789082981442E-07    6.77455
    -5.94658    2.92448    2.66677         -1.157604948736928E-05         -2.639040538104834E-07         -1.183995354117976E-05          8.443554121596499E-07    7.14326
    -6.52059    3.30857    2.83966         -1.130150289949059E-05         -3.212962890254530E-07         -1.162279918851604E-05          8.744624003930807E-07    7.84400
    -6.85882    3.94126    2.65360         -1.109068311776471E-05         -3.760564545416705E-07         -1.146673957230638E-05          8.753274458791400E-07    8.34377
    -7.55208    4.26142    2.84587         -1.081370277089360E-05         -4.518765024220085E-07         -1.126557927331560E-05          8.958315671373979E-07    9.12648
    -7.95624    4.81427    2.68804         -1.057003981653497E-05         -5.196956037294363E-07         -1.108973542026441E-05          8.928625148278503E-07    9.68011
    -8.76006    5.07575    2.92369         -1.026870276182481E-05         -6.159851444960104E-07         -1.088468790632082E-05          9.037158593170175E-07   10.53802
    -9.22262    5.56018    2.78820         -1.000082468262338E-05         -6.969357769598238E-07         -1.069776045958320E-05          8.949751904975150E-07   11.12413
   -10.16817    5.67015    3.03789         -9.717946111968286E-06         -8.145420243283898E-07         -1.053248813629667E-05          8.985223507616269E-07   12.03208
   -10.69055    6.02161    2.88653         -9.482452566575874E-06         -9.047166558141439E-07         -1.038716922239002E-05          8.846851091660377E-07   12.60475
   -11.70855    6.04926    2.90039         -9.253586704346238E-06         -1.043752916541490E-06         -1.029733962088773E-05          8.782405547159660E-07   13.49429
   -12.23699    5.71730    3.06463         -9.252442964918501E-06         -1.096322850205928E-06         -1.034876581512443E-05          8.846407256147529E-07   13.85004
   -13.18450    5.61313    2.82046         -9.122045961059926E-06         -1.233980313268873E-06         -1.035602627432880E-05          8.730405600599519E-07   14.60456
   -13.64492    5.10988    2.94959         -9.181894335881414E-06         -1.275786018139688E-06         -1.045768035402110E-05          8.811687644382109E-07   14.86589
   -14.42683    4.81448    2.69620         -9.117531257879098E-06         -1.390073518743976E-06         -1.050760477662307E-05          8.696967459397544E-07   15.44610
   -14.82122    4.25321    2.84712         -9.138307592580937E-06         -1.428810333359111E-06         -1.056711792594005E-05          8.735002742159251E-07   15.68007
   -15.47537    3.90560    2.63677         -9.043264880751845E-06         -1.530866657498909E-06         -1.057413153825075E-05          8.585220039553532E-07   16.17694
   -15.80130    3.27956    2.81576         -9.024136428006249E-06         -1.565094312935863E-06         -1.058923074094211E-05          8.599266038033533E-07   16.38185
   -16.32403    2.88116    2.62623         -8.928532568899608E-06         -1.651261946669293E-06         -1.057979451556890E-05          8.453078217680243E-07   16.78309
   -16.52888    2.15789    2.81695         -8.913437436660293E-06         -1.669802442719044E-06         -1.058323987937934E-05          8.478156625162991E-07   16.90549
   -16.90641    1.72247    2.63006         -8.843880351089955E-06         -1.735506430806663E-06         -1.057938678189662E-05          8.355637181630157E-07   17.19624
   -16.97911    0.91745    2.84668         -8.817009776184489E-06         -1.737540027765631E-06         -1.055454980395012E-05          8.381437803061216E-07   17.24052
   -17.25080    0.47698    2.67073         -8.747378815973399E-06         -1.789735389752946E-06         -1.053711420572635E-05          8.265348722588009E-07   17.46283
   -17.34878   -0.36704    2.71363         -8.671995473294832E-06         -1.809550879478999E-06         -1.048154635277383E-05          8.210874558223805E-07   17.56356
   -17.15512   -0.82527    2.93552         -8.676380663557653E-06         -1.772679196441754E-06         -1.044905985999941E-05          8.278820423845727E-07   17.42402
   -17.18894   -1.67610    2.77143         -8.618692965069656E-06         -1.792447593728469E-06         -1.041114055879812E-05          8.195447114549139E-07   17.49142
   -16.77039   -2.11949    2.95538         -8.716359017443174E-06         -1.717144894221050E-06         -1.043350391166422E-05          8.340356919745919E-07   17.16020
