#
#                              distance (vertice unit) / time (seconds) / angle (degrees)
#
#       X          Y          Z                    V                            VC                               J                            AccT                 Radi   
     1.83525   -8.92209    0.84830         -9.986113341823061E-06         -4.986197056380465E-07         -1.048473304746111E-05          9.213106471740721E-07    9.14830
     2.79076   -9.25377    1.07114         -9.834494617464849E-06         -5.614112762349918E-07         -1.039590589369984E-05          9.180483620688227E-07    9.72460
     3.41451   -9.48831    0.85506         -9.744405215499064E-06         -6.110874380300598E-07         -1.035549265352913E-05          9.138050671280436E-07   10.12018
     4.49222   -9.61521    1.07128         -9.675692298041793E-06         -6.768647354349241E-07         -1.035255703347672E-05          9.138655803338467E-07   10.66677
     5.09274   -9.75374    0.85377         -9.601859778194158E-06         -7.275797552033956E-07         -1.032943953339755E-05          9.084258683554121E-07   11.03632
     6.20741   -9.82632    0.85534         -9.492645662405519E-06         -8.118150281142321E-07         -1.030446069051975E-05          9.002801568908592E-07   11.65419
     6.81175   -9.70036    1.07041         -9.500976522692413E-06         -8.443163565599810E-07         -1.034529287925239E-05          9.011992172668072E-07   11.90137
     7.93679   -9.71859    0.85777         -9.338831739617627E-06         -9.461579994668964E-07         -1.028498973908452E-05          8.863852331015404E-07   12.57694
     8.59015   -9.51777    1.07967         -9.314396963153225E-06         -9.878339147563527E-07         -1.030223087790958E-05          8.845033237956171E-07   12.86640
     9.65765   -9.39075    0.86582         -9.139542300506730E-06         -1.090463234907637E-06         -1.023000553541437E-05          8.668423105597004E-07   13.49837
    10.35726   -9.10805    1.09641         -9.070754199578600E-06         -1.143184476507917E-06         -1.021393867608652E-05          8.578868295943780E-07   13.83588
    11.34258   -8.82415    0.87596         -8.907669157600744E-06         -1.241080607159454E-06         -1.014874976476020E-05          8.362631845015368E-07   14.39746
    12.06120   -8.42252    1.11202         -8.817716342952291E-06         -1.300525636755704E-06         -1.011824197970799E-05          8.231253232146732E-07   14.75290
    12.94599   -8.00805    0.88473         -8.664838782644765E-06         -1.392567878008853E-06         -1.005740666065362E-05          8.001882639859630E-07   15.24829
    13.59344   -7.41403    1.11618         -8.625054312638881E-06         -1.440775166979971E-06         -1.006582947961885E-05          7.916598914140523E-07   15.52402
    14.33282   -6.88463    0.88249         -8.498956819628317E-06         -1.519369078218746E-06         -1.001832589784706E-05          7.722717391794082E-07   15.92503
    14.77183   -6.05636    1.09758         -8.583342298209119E-06         -1.531740681913054E-06         -1.011508298012217E-05          7.760046283829866E-07   16.00285
    15.30289   -5.43954    0.85946         -8.512319051227787E-06         -1.585109442982164E-06         -1.009742849420995E-05          7.652785518397541E-07   16.26363
    15.48610   -4.44798    1.05832         -8.701958609141681E-06         -1.560090205148450E-06         -1.026204881429013E-05          7.850555411223808E-07   16.14695
    15.81634   -3.81297    0.82292         -8.672875429186564E-06         -1.590686782191089E-06         -1.026356221137765E-05          7.821411642384489E-07   16.29025
    15.84311   -2.77227    1.01824         -8.862484919059664E-06         -1.554596605666320E-06         -1.041708152472598E-05          8.071728364472836E-07   16.11603
    16.04212   -2.17248    0.79111         -8.838718204859980E-06         -1.574905646268322E-06         -1.041362385112830E-05          8.060527838333261E-07   16.20787
    16.00464   -1.12439    0.99257         -8.958425162431104E-06         -1.546923496336316E-06         -1.050534865876742E-05          8.231117623661600E-07   16.07476
    16.11560   -0.56984    0.77196         -8.931206961556040E-06         -1.562694192272140E-06         -1.049390115382818E-05          8.204637235240398E-07   16.14413
    16.21134    0.40894    0.11796         -8.909173557806590E-06         -1.580347713024049E-06         -1.048952127083064E-05          8.174119248183811E-07   16.21693
    16.16076    0.92054    0.33190         -8.920083246153632E-06         -1.574596130942969E-06         -1.049467937709660E-05          8.195310650541423E-07   16.19036
    16.11660    1.86267    0.11182         -8.880572426094379E-06         -1.581788385476112E-06         -1.046236081157049E-05          8.151906528303132E-07   16.22427
    16.00540    2.41859    0.32866         -8.880961962045102E-06         -1.574624098227310E-06         -1.045558606027241E-05          8.155747614134409E-07   16.19044
    15.91415    3.33946    0.10830         -8.787876689071677E-06         -1.588985606056599E-06         -1.037686229512828E-05          8.047201285841737E-07   16.26111
    15.70567    3.93478    0.33040         -8.788950860002802E-06         -1.575395169121074E-06         -1.036434602912388E-05          8.047852015172927E-07   16.19444
    15.53347    4.82950    0.10750         -8.661938052944709E-06         -1.590190312382553E-06         -1.025212836532726E-05          7.911737288487547E-07   16.26727
    15.17377    5.43363    0.33503         -8.686988417480832E-06         -1.561074004360319E-06         -1.024806242184115E-05          7.946651554214459E-07   16.12079
    14.84993    6.24814    0.10781         -8.583690076707083E-06         -1.559824516927804E-06         -1.014351459363489E-05          7.862853532940846E-07   16.11121
    14.28878    6.79396    0.33748         -8.666198255696703E-06         -1.504342264297116E-06         -1.017054051999382E-05          7.974187012238344E-07   15.82533
    13.78362    7.44871    0.10656         -8.635606228580695E-06         -1.475161224685981E-06         -1.011076745326668E-05          7.984498623558415E-07   15.66789
    13.03268    7.87390    0.33397         -8.781122626916057E-06         -1.393298624522157E-06         -1.017442125143821E-05          8.167629574082700E-07   15.23026
    12.40631    8.33696    0.10310         -8.815975926486269E-06         -1.342651177112542E-06         -1.015862710359881E-05          8.240898612799167E-07   14.94764
    11.53395    8.63233    0.32597         -8.991605654346930E-06         -1.247267487413181E-06         -1.023887314176011E-05          8.444978533778529E-07   14.41025
    10.87944    8.94113    0.09935         -9.046354368471758E-06         -1.191721282277037E-06         -1.023807565074879E-05          8.523756651715936E-07   14.08247
     9.94787    9.13824    0.31832         -9.212128827970611E-06         -1.096538714677554E-06         -1.030866754264816E-05          8.702952079262099E-07   13.51180
     9.32122    9.34937    0.09761         -9.250659367596420E-06         -1.047431143170977E-06         -1.029809051076740E-05          8.753461444259229E-07   13.20247
     8.35396    9.48148    0.31521         -9.381736967405820E-06         -9.596410389080387E-07         -1.034137800631386E-05          8.888009414856923E-07   12.64067
     7.76804    9.62613    0.09923         -9.396650696237106E-06         -9.194830053286964E-07         -1.031613370156580E-05          8.908238386337392E-07   12.36991
     6.75977    9.70326    0.31815         -9.486581868815817E-06         -8.404159305175555E-07         -1.032699779933337E-05          8.993215227077384E-07   11.83001
     6.21180    9.77714    0.10419         -9.495611613483456E-06         -8.063490795883822E-07         -1.030196069307184E-05          8.998862370584223E-07   11.58403
     5.20521    9.75972    0.10734         -9.579430440747423E-06         -7.352412972730553E-07         -1.031467173802048E-05          9.063921536472027E-07   11.06155
     4.65245    9.72313    0.32674         -9.612474894383799E-06         -6.982119557033877E-07         -1.031068685008719E-05          9.076905720314356E-07   10.78385
     3.66654    9.57549    0.11425         -9.715244203127932E-06         -6.318000266154589E-07         -1.034704422974339E-05          9.123773212398108E-07   10.25410
     3.08066    9.44736    0.33315         -9.770709237270978E-06         -5.933971215463354E-07         -1.036410635881731E-05          9.140300911259471E-07    9.94254
     2.19549    9.12691    0.11984         -9.935532884959316E-06         -5.295610048306376E-07         -1.046509388978995E-05          9.203114325828034E-07    9.38802
     1.60132    8.89306    0.33666         -1.002511393582408E-05         -4.906801319236242E-07         -1.051579406774771E-05          9.221999111367659E-07    9.04235
     0.81808    8.48669    0.12449         -1.020099896600697E-05         -4.368500002939273E-07         -1.063784896630090E-05          9.257257052594656E-07    8.52694
     0.20750    8.18479    0.34199         -1.029294285098899E-05         -4.028401354839307E-07         -1.069578298647292E-05          9.228773739437477E-07    8.19456
    -0.52249    7.78122    0.13225         -1.041710835568796E-05         -3.655005573748987E-07         -1.078260891306286E-05          9.162212471230112E-07    7.79987
    -1.18601    7.43538    0.35617         -1.048610705101027E-05         -3.406877116476507E-07         -1.082679476265792E-05          9.040871394147463E-07    7.53779
    -1.89028    7.03285    0.14605         -1.057406250466857E-05         -3.187087442928367E-07         -1.089277124896141E-05          8.848732300981023E-07    7.28392
    -2.59954    6.59880    0.37953         -1.066911156161246E-05         -3.022891329732788E-07         -1.097140069458573E-05          8.624637619200983E-07    7.10253
    -3.22005    6.12889    0.16343         -1.082054819435678E-05         -2.880473484766862E-07         -1.110859554283347E-05          8.340283739518673E-07    6.92522
    -3.87489    5.53045    0.40317         -1.105771613126387E-05         -2.740371041621009E-07         -1.133175323542597E-05          8.020319379889542E-07    6.76485
    -4.31287    4.96019    0.17800         -1.136347605338333E-05         -2.596364599986824E-07         -1.162311251338201E-05          7.673690424633491E-07    6.57541
    -4.81398    4.08811    0.63830         -1.184939333908799E-05         -2.397013058321003E-07         -1.208909464492009E-05          7.104965323546266E-07    6.34779
    -4.07586   -2.71600    0.47945         -1.266900784207960E-05         -1.441635007189300E-07         -1.281317134279854E-05          5.489975457391122E-07    4.92129
    -3.91841   -3.16492    0.18935         -1.246448591999003E-05         -1.524650675783787E-07         -1.261695098756841E-05          6.199445469041415E-07    5.04049
    -3.70405   -3.71587    0.40149         -1.216120892267818E-05         -1.654278919917044E-07         -1.232663681466989E-05          6.925983978648816E-07    5.26202
    -3.37450   -4.47081    0.19546         -1.178076504721180E-05         -1.885502238922916E-07         -1.196931527110409E-05          7.638808857894331E-07    5.60478
    -3.05074   -5.02722    0.40783         -1.149500658669551E-05         -2.078084697633804E-07         -1.170281505645889E-05          8.108387653927474E-07    5.89460
    -2.61917   -5.68893    0.19952         -1.119860962746433E-05         -2.357166853962481E-07         -1.143432631286058E-05          8.483908514510922E-07    6.26608
    -2.13239   -6.19631    0.40970         -1.099565396624729E-05         -2.580564966089648E-07         -1.125371046285625E-05          8.776776140639843E-07    6.56576
    -1.61318   -6.73994    0.20001         -1.079360197336976E-05         -2.886316613188251E-07         -1.108223363468858E-05          8.967044790585090E-07    6.93320
    -0.99832   -7.18955    0.40897         -1.065306870924023E-05         -3.166185285715689E-07         -1.096968723781180E-05          9.136183675903455E-07    7.27005
    -0.43984   -7.62422    0.20011         -1.050900622163749E-05         -3.504878617414233E-07         -1.085949408337891E-05          9.226873154549694E-07    7.63952
     0.25166   -8.05279    0.41106         -1.036365659290666E-05         -3.900819402590314E-07         -1.075373853316569E-05          9.282053195872794E-07    8.06721
     0.82767   -8.38697    0.20221         -1.025740845009606E-05         -4.268323899513364E-07         -1.068424084004740E-05          9.305956534554388E-07    8.43013
     1.59446   -8.80169    0.41630         -1.008232051344156E-05         -4.808325016291627E-07         -1.056315301507072E-05          9.261287850154168E-07    8.95463
     2.18257   -9.02741    0.20458         -1.001817531073832E-05         -5.183667879363789E-07         -1.053654209867470E-05          9.259041954513888E-07    9.28976
     3.04711   -9.38236    0.42049         -9.838073541549467E-06         -5.848058066063021E-07         -1.042287934815577E-05          9.180571947064430E-07    9.87372
     3.62621   -9.51749    0.20492         -9.797487844143620E-06         -6.233778782687257E-07         -1.042086572241235E-05          9.185554040932886E-07   10.18695
     4.59414   -9.76197    0.42197         -9.635137723335367E-06         -6.995187910208980E-07         -1.033465651435627E-05          9.097304873715402E-07   10.79723
     5.14474   -9.85536    0.20388         -9.574788777861891E-06         -7.427536717819735E-07         -1.031754244964386E-05          9.064355915968653E-07   11.11927
     6.16231  -10.01084    0.20152         -9.399332018378314E-06         -8.304592934237549E-07         -1.022979131180207E-05          8.921786652859378E-07   11.75719
     6.72638   -9.99002    0.42118         -9.352186294439252E-06         -8.716467299299675E-07         -1.022383302436922E-05          8.877645205131748E-07   12.05081
     7.76376   -9.97319    0.19910         -9.224081527034840E-06         -9.599603564839907E-07         -1.018404188351883E-05          8.761398131006243E-07   12.64041
     8.36983   -9.82772    0.42061         -9.203231568368391E-06         -1.001412204066451E-06         -1.020464377243484E-05          8.741877096473508E-07   12.91569
     9.32526   -9.61745    0.19521         -9.128306025070100E-06         -1.078440190457670E-06         -1.020674621552777E-05          8.663670930696804E-07   13.39753
     9.95972   -9.38130    0.41853         -9.092247222403499E-06         -1.125008404760460E-06         -1.021725562716396E-05          8.613972118622367E-07   13.68868
    10.80574   -9.01643    0.19014         -9.055548197267478E-06         -1.190242930292645E-06         -1.024579112756012E-05          8.536790248857699E-07   14.07467
    11.48899   -8.74197    0.41699         -8.946016853697390E-06         -1.252495284423630E-06         -1.019851213812102E-05          8.374201835638928E-07   14.44275
    12.25227   -8.30844    0.18621         -8.885410489266375E-06         -1.316972187869509E-06         -1.020238267713588E-05          8.256438192678771E-07   14.80483
    12.99064   -7.97614    0.41790         -8.702784237576447E-06         -1.396462132779584E-06         -1.009924637035603E-05          8.020821397079098E-07   15.24960
    13.68925   -7.49947    0.18325         -8.601018549453084E-06         -1.464140920570307E-06         -1.006515947002339E-05          7.858797332258893E-07   15.60997
    14.38397   -7.00198    0.41639         -8.446385725465589E-06         -1.537990801521476E-06         -9.984376526987066E-06          7.662190043709341E-07   16.00312
    14.95477   -6.44681    0.17647         -8.362540095355887E-06         -1.593758938282736E-06         -9.956299033638623E-06          7.520460689496570E-07   16.28612
    15.43467   -5.71264    0.40446         -8.350749331867067E-06         -1.627754573351480E-06         -9.978503905218547E-06          7.469610378966707E-07   16.46290
    15.79776   -5.08548    0.16271         -8.337674929942672E-06         -1.655206014311745E-06         -9.992880944254417E-06          7.437308304061948E-07   16.59692
    15.99622   -4.17737    0.38232         -8.473283144456444E-06         -1.642573707409239E-06         -1.011585685186568E-05          7.580326003607265E-07   16.53709
    16.17021   -3.54993    0.14583         -8.511964466178568E-06         -1.647070951012460E-06         -1.015903541719103E-05          7.632925803686241E-07   16.55593
    16.18934   -2.58573    0.35929         -8.691138165711987E-06         -1.615237964395323E-06         -1.030637613010731E-05          7.868715731631026E-07   16.39847
    16.26025   -2.01266    0.13179         -8.730405119781379E-06         -1.613231191628181E-06         -1.034363631140956E-05          7.924822222462695E-07   16.38487
    16.22399   -1.04485    0.34299         -8.855093608159119E-06         -1.588369003106755E-06         -1.044346261126588E-05          8.097742393874017E-07   16.26122
    16.24759   -0.53111    0.12234         -8.871716792186751E-06         -1.588108497110639E-06         -1.045982528929739E-05          8.120580172162444E-07   16.25673
    16.18974    0.40695   -0.31216         -8.923513281664826E-06         -1.576131507807175E-06         -1.049964478947200E-05          8.183684423348174E-07   16.19786
    16.13931    0.91670   -0.53077         -8.931967602207396E-06         -1.570389859871123E-06         -1.050235746207852E-05          8.199282313145786E-07   16.17404
    16.11676    1.86082   -0.32074         -8.881890067768202E-06         -1.581776316880172E-06         -1.046366638464837E-05          8.149952016254929E-07   16.22699
    16.06777    2.43356   -0.54659         -8.830315068296511E-06         -1.587082928988302E-06         -1.041739799728481E-05          8.092845645772254E-07   16.26021
    15.97637    3.35628   -0.33439         -8.739668705652404E-06         -1.601587345041271E-06         -1.034125605069368E-05          7.996659525707685E-07   16.32853
    15.88924    4.00696   -0.57001         -8.638764851012487E-06         -1.613694025669279E-06         -1.025245887668177E-05          7.881212325682554E-07   16.39660
    15.65481    4.88485   -0.35023         -8.561660551885112E-06         -1.616165124337049E-06         -1.017782567622216E-05          7.802392156177653E-07   16.40297
    15.43054    5.57836   -0.59257         -8.468015671810144E-06         -1.617876877947528E-06         -1.008589254975767E-05          7.717522844437350E-07   16.41861
    14.98536    6.33752   -0.36206         -8.463818474370102E-06         -1.590866101723316E-06         -1.005468457609342E-05          7.727691437638201E-07   16.27440
    14.52505    6.97538   -0.60313         -8.450173368713186E-06         -1.560265160060735E-06         -1.001043852877392E-05          7.761581533267695E-07   16.12441
    13.88446    7.54075   -0.36417         -8.537341448902586E-06         -1.500218606670945E-06         -1.003756005557353E-05          7.881177286570101E-07   15.80423
    13.18620    8.03235   -0.59717         -8.625088575260519E-06         -1.432632513301999E-06         -1.005772108856252E-05          8.026462192513354E-07   15.45157
    12.45898    8.40337   -0.35729         -8.757458330702758E-06         -1.357203191186423E-06         -1.011466152188918E-05          8.191616304746548E-07   15.03231
    11.60806    8.73779   -0.58098         -8.902755915394584E-06         -1.268582919804732E-06         -1.017133883519932E-05          8.377380720674840E-07   14.54076
    10.90087    8.98019   -0.34721         -9.016829879271878E-06         -1.198732875921254E-06         -1.021556275519313E-05          8.507594446003668E-07   14.12775
     9.97636    9.19894   -0.56416         -9.165474120490545E-06         -1.106639337393456E-06         -1.027211345788400E-05          8.677805847857217E-07   13.58184
     9.32828    9.37101   -0.33831         -9.234844684495362E-06         -1.050657334570945E-06         -1.028550201906631E-05          8.749409295281234E-07   13.22676
     8.35965    9.50072   -0.55124         -9.366792023249936E-06         -9.624064119180185E-07         -1.032919843516795E-05          8.890277128026565E-07   12.66694
     7.76666    9.62372   -0.33129         -9.398951877959393E-06         -9.190761888351918E-07         -1.031802806679458E-05          8.917385558437211E-07   12.37121
     6.75693    9.65215   -0.54146         -9.526388346824484E-06         -8.342401456977813E-07         -1.036062849252227E-05          9.041579278375107E-07   11.79463
     6.21034    9.72844   -0.32490         -9.535223481803432E-06         -8.005306455673269E-07         -1.033575412737076E-05          9.036137129379868E-07   11.54627
     5.20375    9.71102   -0.32175         -9.614044912344968E-06         -7.294507738091976E-07         -1.034349568615417E-05          9.089542288591736E-07   11.02209
     4.66576    9.57625   -0.53055         -9.725081339598574E-06         -6.819214906778712E-07         -1.040700283027645E-05          9.175428444749958E-07   10.66561
     3.68131    9.47731   -0.31396         -9.791462411859979E-06         -6.212109013786414E-07         -1.041267331323862E-05          9.185279997664174E-07   10.17202
     3.13190    9.23812   -0.52005         -9.935463145382487E-06         -5.718146029348128E-07         -1.050727774831730E-05          9.280344487817196E-07    9.76843
     2.23196    9.01585   -0.30515         -1.002387157645510E-05         -5.184226652521592E-07         -1.054229424170726E-05          9.276713293233732E-07    9.29302
     1.68014    8.69988   -0.50990         -1.017564395705208E-05         -4.718107821384500E-07         -1.064745473919053E-05          9.350387581979622E-07    8.87529
     0.86043    8.40457   -0.29708         -1.026302335478548E-05         -4.289415216899026E-07         -1.069196487647539E-05          9.305220830939766E-07    8.45372
     0.28942    8.04809   -0.50353         -1.039010576684520E-05         -3.897497951137728E-07         -1.077985556195898E-05          9.304845411868939E-07    8.06902
    -0.48292    7.72664   -0.29170         -1.045134224746869E-05         -3.601750571399935E-07         -1.081151730460868E-05          9.180052474224395E-07    7.74721
    -1.07933    7.31479   -0.50218         -1.056947964823234E-05         -3.285458056971322E-07         -1.089802545392947E-05          9.078102312147077E-07    7.41102
    -1.82316    6.96683   -0.28835         -1.062187720574805E-05         -3.116570769033479E-07         -1.093353428265140E-05          8.860015925032960E-07    7.20721
    -2.39060    6.43341   -0.50239         -1.081007517415611E-05         -2.830698185277652E-07         -1.109314499268388E-05          8.659024062015592E-07    6.88158
    -3.07822    6.02951   -0.28410         -1.091197849198780E-05         -2.754177270840320E-07         -1.118739621907183E-05          8.365501079501983E-07    6.77577
    -3.52473    5.32888   -0.49978         -1.124943901682025E-05         -2.453118926095901E-07         -1.149475090942984E-05          8.061649846960662E-07    6.40862
    -4.10454    4.85800   -0.27743         -1.146099450068503E-05         -2.430689411393757E-07         -1.170406344182441E-05          7.693065775572685E-07    6.36588
    -4.12793   -2.60150   -0.12648         -1.274291465478126E-05         -1.430719410080332E-07         -1.288598659578929E-05          5.238253873579842E-07    4.88094
    -3.90431   -3.16233   -0.22696         -1.245917009782898E-05         -1.517036083395367E-07         -1.261087370616851E-05          6.273330250440920E-07    5.02946
    -3.66244   -3.70179   -0.43329         -1.216994885363207E-05         -1.629578805094896E-07         -1.233290673414156E-05          7.007668472784574E-07    5.22536
    -3.34699   -4.45931   -0.22300         -1.179570200525955E-05         -1.868221314889609E-07         -1.198252413674851E-05          7.658021025174760E-07    5.58010
    -3.02654   -5.01909   -0.43216         -1.150924323712381E-05         -2.064340696901091E-07         -1.171567730681392E-05          8.104362428330391E-07    5.87691
    -2.62248   -5.69230   -0.22200         -1.119616936158909E-05         -2.360513941041777E-07         -1.143222075569327E-05          8.479464678533253E-07    6.27128
    -2.16405   -6.22664   -0.43243         -1.096398221487513E-05         -2.611379787694160E-07         -1.122512019364455E-05          8.747762309374446E-07    6.60615
    -1.64153   -6.76690   -0.22059         -1.076289027700823E-05         -2.913742875221654E-07         -1.105426456453040E-05          8.946152952958809E-07    6.96665
    -1.03229   -7.22403   -0.42940         -1.061414259348132E-05         -3.200191009159523E-07         -1.093416169439728E-05          9.125964116366436E-07    7.31003
    -0.44547   -7.63174   -0.21766         -1.049968525223577E-05         -3.512067645854109E-07         -1.085089201682118E-05          9.229024058515968E-07    7.64783
     0.28297   -7.99325   -0.42403         -1.041809305736321E-05         -3.844411308021972E-07         -1.080253418816541E-05          9.350423054389422E-07    8.00949
     0.86461   -8.31991   -0.21510         -1.032147805273536E-05         -4.204756619821400E-07         -1.074195371471750E-05          9.366259606252962E-07    8.36748
     1.67757   -8.60253   -0.42132         -1.026474767455912E-05         -4.616368676170539E-07         -1.072638454217617E-05          9.426715803241462E-07    8.77470
     2.22874   -8.89531   -0.21574         -1.013855591394204E-05         -5.053627280035384E-07         -1.064391864194558E-05          9.362124835498264E-07    9.17281
     3.11170   -9.13902   -0.42652         -1.005310719404289E-05         -5.601121023133199E-07         -1.061321929635621E-05          9.364757188366443E-07    9.66366
     3.64463   -9.40625   -0.22178         -9.893646281679042E-06         -6.115327113260408E-07         -1.050517899300508E-05          9.264404784597402E-07   10.09010
     4.61127   -9.63773   -0.44146         -9.741145402614245E-06         -6.859827353883574E-07         -1.042712813800260E-05          9.183119102188467E-07   10.69320
     5.14345   -9.84236   -0.23285         -9.582842857970064E-06         -7.411351918565611E-07         -1.032397804982663E-05          9.067908804757965E-07   11.10772
     6.16103   -9.99784   -0.23521         -9.413629096204730E-06         -8.288008326645709E-07         -1.024242992886930E-05          8.940546875991423E-07   11.74608
     6.73381  -10.03943   -0.46228         -9.312571615304754E-06         -8.781953274075945E-07         -1.019076694271235E-05          8.845977545332495E-07   12.09744
     7.77248  -10.03560   -0.24763         -9.170049741298239E-06         -9.682788153501643E-07         -1.013832855664840E-05          8.712922692984745E-07   12.69590
     8.38677   -9.91998   -0.47605         -9.122990915163942E-06         -1.014066363730625E-06         -1.013705727889457E-05          8.672013537139578E-07   12.99886
     9.33348   -9.64729   -0.25471         -9.097781832207659E-06         -1.082817233066617E-06         -1.018059906527428E-05          8.633013808948592E-07   13.42568
     9.92452   -9.33608   -0.47865         -9.132598251916251E-06         -1.115715817900607E-06         -1.024831406981686E-05          8.655737571816931E-07   13.63406
    10.76233   -8.94136   -0.25711         -9.122799613632543E-06         -1.176514227676221E-06         -1.029931384130877E-05          8.609415441446831E-07   13.99435
    11.32937   -8.52137   -0.47902         -9.162398256191835E-06         -1.207720457667513E-06         -1.037011871385935E-05          8.606966155323097E-07   14.18442
    12.13607   -8.16290   -0.26255         -9.033859259336609E-06         -1.285535400806154E-06         -1.031939466014276E-05          8.406453840647549E-07   14.62826
    12.73455   -7.70341   -0.49001         -8.994405641449411E-06         -1.331173012861006E-06         -1.032557865431042E-05          8.326656650618021E-07   14.89132
    13.54936   -7.37228   -0.27590         -8.746328313704957E-06         -1.429874740338192E-06         -1.017620305404315E-05          8.010409694797025E-07   15.42763
    14.16008   -6.82096   -0.51175         -8.659184388825771E-06         -1.484548930325597E-06         -1.014373331915137E-05          7.871074086785007E-07   15.72563
    14.87077   -6.39298   -0.29252         -8.431893780481102E-06         -1.574550254695676E-06         -1.000644403517678E-05          7.592402345714494E-07   16.18937
    15.34779   -5.66034   -0.53034         -8.411913832206727E-06         -1.608108605904640E-06         -1.002002243811137E-05          7.529171786145919E-07   16.36690
    15.79488   -5.08701   -0.30309         -8.328433205225138E-06         -1.654752223118136E-06         -9.983185428343274E-06          7.421741121097479E-07   16.59662
    16.02015   -4.18966   -0.53444         -8.432187222134382E-06         -1.647796614199794E-06         -1.007998383633418E-05          7.533558813855017E-07   16.56756
    16.19703   -3.56068   -0.30513         -8.478550889903089E-06         -1.652746896934175E-06         -1.013129778683726E-05          7.595547956305598E-07   16.58660
    16.21818   -2.59908   -0.52812         -8.647046510685594E-06         -1.621271739443716E-06         -1.026831825012931E-05          7.809367029317518E-07   16.43361
    16.26228   -2.01525   -0.30467         -8.720302966845235E-06         -1.613690419927795E-06         -1.033399338677303E-05          7.910645557581278E-07   16.38951
    16.20441   -1.04943   -0.52358         -8.856012604057087E-06         -1.584611992663076E-06         -1.044062459672016E-05          8.086954647738646E-07   16.24680
    16.22598   -0.53310   -0.30778         -8.883949263122806E-06         -1.583905343067695E-06         -1.046785460619050E-05          8.127812170131504E-07   16.23766
    16.00972    0.44776   -0.95216         -9.008553100629461E-06         -1.541506620359637E-06         -1.055005972098910E-05          8.273662811743907E-07   16.04425
    15.90751    1.00075   -1.17159         -9.033829455313724E-06         -1.526715856195977E-06         -1.056054531150970E-05          8.316800538373846E-07   15.98195
    15.98812    2.04243   -0.97605         -8.905218771728803E-06         -1.561217671549646E-06         -1.046643644327845E-05          8.180725775232571E-07   16.14757
    15.89246    2.67164   -1.21382         -8.851071026558377E-06         -1.560715841110129E-06         -1.041178686766851E-05          8.130382919845622E-07   16.16110
    15.88498    3.71345   -1.01999         -8.673905484948724E-06         -1.599263149700189E-06         -1.027316863464891E-05          7.938336009284465E-07   16.34511
    15.70746    4.42561   -1.27433         -8.582713800797514E-06         -1.600392062926829E-06         -1.018310586372434E-05          7.846709643605993E-07   16.36869
    15.48745    5.41263   -1.06669         -8.449043869842161E-06         -1.617503169663797E-06         -1.006654703950596E-05          7.711180398292349E-07   16.44066
    15.07601    6.12255   -1.32126         -8.418357930436713E-06         -1.591145746762100E-06         -1.000950367719881E-05          7.714852243317717E-07   16.32536
    14.55880    6.92613   -1.08820         -8.413775443642297E-06         -1.562049765568389E-06         -9.975825209210686E-06          7.732579075150752E-07   16.15903
    13.83435    7.48618   -1.32331         -8.518713540542182E-06         -1.486944279459482E-06         -1.000565782000166E-05          7.905660197189490E-07   15.78554
    13.10235    8.02702   -1.07123         -8.632346986369797E-06         -1.418871121310462E-06         -1.005121810768026E-05          8.056079584147402E-07   15.40299
    12.15141    8.36991   -1.28303         -8.844563969487976E-06         -1.308341671525014E-06         -1.015290564101299E-05          8.322322152602830E-07   14.81075
    11.38434    8.70966   -1.03266         -8.976023395823346E-06         -1.234721341665740E-06         -1.021074473748909E-05          8.473811811096575E-07   14.37108
    10.34224    8.88576   -1.23183         -9.209277024964127E-06         -1.117278429061635E-06         -1.032655545402576E-05          8.730809476491793E-07   13.69073
     9.64145    9.13263   -0.99710         -9.281040796246542E-06         -1.059851063020871E-06         -1.034089185926741E-05          8.800584376201472E-07   13.31753
     8.56900    9.20100   -1.19366         -9.486388067458705E-06         -9.500196125359631E-07         -1.043640767999467E-05          9.011314977334838E-07   12.62977
     7.93528    9.39701   -0.97364         -9.499264007153295E-06         -9.090732834708774E-07         -1.040833729062417E-05          9.016874363730224E-07   12.33777
     6.83561    9.35615   -1.17029         -9.685278848941567E-06         -8.068550377114865E-07         -1.049213388665305E-05          9.195795877493387E-07   11.64615
     6.25025    9.48828   -0.95806         -9.675845619326467E-06         -7.757854529130959E-07         -1.045163107223956E-05          9.174272265160620E-07   11.40224
     5.16566    9.42980   -0.95030         -9.794446862449699E-06         -6.947299360863146E-07         -1.048917679853601E-05          9.259995877972476E-07   10.79390
     4.59083    9.23383   -1.14938         -9.930701986347415E-06         -6.390469869869477E-07         -1.056974897333436E-05          9.374100315695870E-07   10.37596
     3.54152    9.14109   -0.93572         -1.000099284204916E-05         -5.775251115876203E-07         -1.057851795363678E-05          9.375165943197971E-07    9.84772
     2.95520    8.85616   -1.13341         -1.014579215732134E-05         -5.238172548523427E-07         -1.066960941217369E-05          9.469493788524661E-07    9.40476
     1.99376    8.63722   -0.92249         -1.022634676116250E-05         -4.722071098960288E-07         -1.069855387105853E-05          9.436838162380549E-07    8.91222
     1.40084    8.27760   -1.12223         -1.036519992961480E-05         -4.235557762051343E-07         -1.078875570581993E-05          9.480033413498626E-07    8.46997
     0.51621    7.98377   -0.91609         -1.043542755013980E-05         -3.846509217205768E-07         -1.082007847186038E-05          9.381146529288897E-07    8.05272
